Id,Choice
1,0.490525216
2,0.355870008
3,0.506089091
4,0.6106354
5,0.247560278
6,0.344548225
7,0.547086656
8,0.746598601
9,0.450304896
10,0.592212617
11,0.466527969
12,0.449541241
13,0.68389219
14,0.389546901
15,0.527616203
16,0.076552808
17,0.72107321
18,0.373322785
19,0.576533496
20,0.45427084
21,0.527713716
22,0.383256435
23,0.524288654
24,0.715448439
25,0.446539611
26,0.390997767
27,0.394579798
28,0.442572564
29,0.508362055
30,0.49387154
31,0.334059805
32,0.681262732
33,0.062805079
34,0.961540818
35,0.530837893
36,0.432421058
37,0.329689592
38,0.441581428
39,0.573670685
40,0.529635429
41,0.37146759
42,0.459196419
43,0.359244972
44,0.602746308
45,0.32585296
46,0.645105064
47,0.719527364
48,0.496499568
49,0.456263512
50,0.674150288
51,0.435705304
52,0.424616665
53,0.305268586
54,0.532727301
55,0.644958794
56,0.530117273
57,0.316673487
58,0.407835573
59,0.361234874
60,0.624938309
61,0.052573293
62,0.527302325
63,0.222910851
64,0.526298583
65,0.597721875
66,0.280419469
67,0.46785143
68,0.52135241
69,0.098789744
70,0.568926275
71,0.923939228
72,0.686115503
73,0.488445073
74,0.528170884
75,0.548585355
76,0.50260371
77,0.584042072
78,0.892205179
79,0.203385457
80,0.446794391
81,0.508532166
82,0.318962604
83,0.068679601
84,0.514329255
85,0.095716581
86,0.69378984
87,0.492133498
88,0.422190487
89,0.526437879
90,0.437297374
91,0.528126776
92,0.518792033
93,0.415631235
94,0.490684539
95,0.472483665
96,0.735046983
97,0.846007764
98,0.104049049
99,0.622226894
100,0.402163297
101,0.647392631
102,0.705291092
103,0.523769498
104,0.427760541
105,0.590977788
106,0.54882127
107,0.486149669
108,0.552843094
109,0.345491737
110,0.401146889
111,0.611834764
112,0.615179241
113,0.534107924
114,0.503301203
115,0.65056473
116,0.57178694
117,0.935216248
118,0.69179368
119,0.731009066
120,0.484395027
121,0.570753336
122,0.532348812
123,0.443933398
124,0.562100112
125,0.144220963
126,0.529605091
127,0.541435361
128,0.463620007
129,0.501241386
130,0.60058701
131,0.478705943
132,0.52986151
133,0.085383192
134,0.467675179
135,0.297740936
136,0.546168745
137,0.616820633
138,0.424677819
139,0.560072362
140,0.702046335
141,0.811250806
142,0.529174626
143,0.396406919
144,0.591536045
145,0.51176697
146,0.440862
147,0.522699118
148,0.441606045
149,0.323364258
150,0.453088194
151,0.359864146
152,0.411324352
153,0.38846156
154,0.744890928
155,0.072265305
156,0.56962049
157,0.600036085
158,0.584497988
159,0.869580865
160,0.473403513
161,0.466310918
162,0.514615059
163,0.692400634
164,0.955689847
165,0.693013012
166,0.001433979
167,0.545113146
168,0.690737247
169,0.571107209
170,0.484095037
171,0.474336654
172,0.538435757
173,0.438085735
174,0.537700832
175,0.502507448
176,0.069705181
177,0.248629153
178,0.534763515
179,0.596204698
180,0.611731946
181,0.212718949
182,0.318847626
183,0.570168018
184,0.47769931
185,0.397243351
186,0.579309821
187,0.491280943
188,0.51220417
189,0.775354564
190,0.511840999
191,0.588140547
192,0.583981097
193,0.326780885
194,0.664644599
195,0.56394887
196,0.57384181
197,0.538709819
198,0.757490873
199,0.597726822
200,0.549375057
201,0.685432792
202,0.728667617
203,0.427449167
204,0.381770104
205,0.694659412
206,0.39566952
207,0.941666305
208,0.45226863
209,0.323283732
210,0.423363298
211,0.69405818
212,0.630440354
213,0.580691636
214,0.712294579
215,0.606516182
216,0.203385457
217,0.660412252
218,0.497311443
219,0.506203115
220,0.48854503
221,0.666613281
222,0.612524569
223,0.541003287
224,0.565562785
225,0.240260839
226,0.445647389
227,0.696730852
228,0.36321038
229,0.636162877
230,0.488729447
231,0.483110964
232,0.488111794
233,0.511819959
234,0.626497269
235,0.470323145
236,0.526347816
237,0.558914006
238,0.591306925
239,0.704977036
240,0.689019084
241,0.651123703
242,0.536677122
243,0.425452441
244,0.434180915
245,0.419537872
246,0.843681633
247,0.213951349
248,0.579403341
249,0.957439363
250,0.484950602
251,0.425412297
252,0.589593351
253,0.539220333
254,0.479096353
255,0.352578014
256,0.46568948
257,0.296616465
258,0.515887678
259,0.537397325
260,0.76892072
261,0.412040859
262,0.74653101
263,0.638186634
264,0.696509421
265,0.55482769
266,0.595693827
267,0.488756448
268,0.430947036
269,0.429530561
270,0.62447536
271,0.941227198
272,0.674306571
273,0.62022984
274,0.481481999
275,0.610341012
276,0.579415798
277,0.589913249
278,0.7114591
279,0.647141814
280,0.49042967
281,0.315233469
282,0.937142015
283,0.425745726
284,0.140383899
285,0.512740433
286,0.622743666
287,0.407875568
288,0.337735444
289,0.209660664
290,0.433442205
291,0.605773032
292,0.812120318
293,0.651651978
294,0.121455163
295,0.641867876
296,0.288475156
297,0.721579194
298,0.746044815
299,0.664354384
300,0.556406915
301,0.475119889
302,0.095716581
303,0.529009461
304,0.68473804
305,0.559017718
306,0.401772767
307,0.360732317
308,0.498727649
309,0.38334474
310,0.239111945
311,0.410293907
312,0.446393907
313,0.344850421
314,0.189321831
315,0.497244239
316,0.743761837
317,0.752954841
318,0.750104308
319,0.338515848
320,0.433020324
321,0.500997841
322,0.543983877
323,0.361673266
324,0.533640683
325,0.612991571
326,0.147803754
327,0.451605201
328,0.618415654
329,0.750357926
330,0.46785143
331,0.324862063
332,0.32585296
333,0.665877163
334,0.332156658
335,0.949321628
336,0.603715956
337,0.4424887
338,0.458372205
339,0.578330159
340,0.529864252
341,0.695821583
342,0.624927282
343,0.07307601
344,0.557911158
345,0.655236542
346,0.383108526
347,0.544477582
348,0.533360481
349,0.702418625
350,0.458983094
351,0.562363923
352,0.446135134
353,0.510645092
354,0.452114284
355,0.368016869
356,0.655436277
357,0.812165737
358,0.311994076
359,0.472466111
360,0.833232224
361,0.918783307
362,0.49959138
363,0.48010543
364,0.422396749
365,0.447088748
366,0.434999436
367,0.938529909
368,0.52941525
369,0.506689012
370,0.5290398
371,0.621713698
372,0.379750311
373,0.951911271
374,0.540450394
375,0.653209865
376,0.544300437
377,0.709868133
378,0.57579869
379,0.431835949
380,0.269071728
381,0.215290949
382,0.602179825
383,0.578547835
384,0.480369061
385,0.396609217
386,0.490729302
387,0.344755411
388,0.466698378
389,0.52531147
390,0.679063201
391,0.573342443
392,0.402195036
393,0.549019754
394,0.43827635
395,0.748364508
396,0.493273824
397,0.510708511
398,0.556211233
399,0.541362643
400,0.344890773
401,0.570252717
402,0.525288224
403,0.641739726
404,0.29493174
405,0.971363187
406,0.58281821
407,0.545953631
408,0.369009316
409,0.64075911
410,0.33620587
411,0.196907222
412,0.496967405
413,0.369593531
414,0.595210373
415,0.391241461
416,0.414711654
417,0.295818061
418,0.47631526
419,0.699663222
420,0.579473138
421,0.523215473
422,0.47449255
423,0.703369796
424,0.376024574
425,0.329939663
426,0.507816732
427,0.438785315
428,0.512186229
429,0.7130481
430,0.607711315
431,0.342845023
432,0.441477865
433,0.439551681
434,0.510473013
435,0.388342619
436,0.652371943
437,0.473852664
438,0.571950734
439,0.330922246
440,0.744124293
441,0.666981995
442,0.527428865
443,0.490884364
444,0.383692265
445,0.51937139
446,0.538214624
447,0.498047769
448,0.671726584
449,0.531993032
450,0.058384966
451,0.535351396
452,0.528084159
453,0.454469413
454,0.470066547
455,0.519772112
456,0.616608858
457,0.382406712
458,0.459906697
459,0.448569894
460,0.604779959
461,0.321361482
462,0.590001762
463,0.608122945
464,0.041836563
465,0.343280822
466,0.235223323
467,0.415309131
468,0.674239874
