Id,Choice
1,0.330558538
2,0.485873431
3,0.090948105
4,0.212429538
5,0.522907555
6,0.24826625
7,0.766277015
8,0.964851141
9,0.026810454
10,0.76211077
11,0.334594548
12,0.878894687
13,0.597496331
14,0.409861773
15,0.924821436
16,0.744473815
17,0.989093542
18,0.255863577
19,0.882615566
20,0.362144291
21,0.726286113
22,0.101279564
23,0.896632075
24,0.827897608
25,0.122710653
26,0.064224467
27,0.115896985
28,0.351739109
29,0.225037128
30,0.722129941
31,0.071531951
32,0.959571719
33,0.421884865
34,0.933908105
35,0.588740051
36,0.472507268
37,0.323642671
38,0.282248557
39,0.753167927
40,0.525341153
41,0.740651488
42,0.112055942
43,0.091988757
44,0.972090602
45,0.068709143
46,0.734922171
47,0.693070233
48,0.08454603
49,0.112723157
50,0.511492193
51,0.217816055
52,0.08142069
53,0.099760488
54,0.483309388
55,0.956577778
56,0.251215756
57,0.268190771
58,0.58131659
59,0.110698253
60,0.966682494
61,0.149009228
62,0.747684062
63,0.138585344
64,0.443229258
65,0.500184238
66,0.034881763
67,0.56017983
68,0.370866418
69,0.513546824
70,0.593261003
71,0.904708445
72,0.416743368
73,0.321960747
74,0.480536938
75,0.525155783
76,0.789170802
77,0.714865446
78,0.671460032
79,0.034888878
80,0.013299122
81,0.43644914
82,0.04374291
83,0.126301154
84,0.586962402
85,0.368547708
86,0.324204147
87,0.488782316
88,0.149935871
89,0.902403057
90,0.604530334
91,0.268186182
92,0.045060378
93,0.84308219
94,0.888204992
95,0.278108269
96,0.493621886
97,0.947111607
98,0.556172907
99,0.441362649
100,0.379929155
101,0.5689376
102,0.945268571
103,0.898565054
104,0.160230771
105,0.451429784
106,0.72802186
107,0.310712963
108,0.402786911
109,0.263324767
110,0.848256111
111,0.515592039
112,0.149939373
113,0.855608881
114,0.347073317
115,0.965146363
116,0.594490647
117,0.603896797
118,0.975799561
119,0.974677026
120,0.822353542
121,0.900284469
122,0.929947913
123,0.048294805
124,0.755839169
125,0.637006819
126,0.90680486
127,0.727137685
128,0.106950827
129,0.314423293
130,0.866924286
131,0.418906242
132,0.290961027
133,0.20618093
134,0.825084388
135,0.072963528
136,0.632654727
137,0.970621169
138,0.334353656
139,0.756704867
140,0.436867654
141,0.954061151
142,0.861709237
143,0.490248293
144,0.872492731
145,0.462243557
146,0.044326659
147,0.351649046
148,0.04282704
149,0.383159161
150,0.853254795
151,0.183617696
152,0.167468652
153,0.95030725
154,0.923274398
155,0.27720958
156,0.143288627
157,0.760513484
158,0.988923609
159,0.666027427
160,0.440350711
161,0.352038383
162,0.559751987
163,0.677591145
164,0.687719822
165,0.375809342
166,0.407427728
167,0.909267783
168,0.883996785
169,0.247760803
170,0.150044933
171,0.424045056
172,0.239050493
173,0.072375745
174,0.430868387
175,0.269919127
176,0.094654948
177,0.263553828
178,0.969556212
