"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","Choice"
"1",0.208135946390649,0.582146593875524,-1.11861657543689,-0.500717416399068,-0.341173634923437,0.317877344552297,0.425689533615121,-0.288677920642543,0
"2",-0.069087256569137,-0.323982589097321,0.667465340960062,0.0981072130013341,0.0753511402777995,0.0174861571972545,0.3986189497739,0.102659269340193,0
"3",0.0103111366506565,-0.386735092943363,-0.779734269796686,-0.147730693334544,-0.0791113872759496,0.0736885661647362,0.202252456920606,0.122950848949204,0
"4",0.426446293430257,3.20475601257102,0.225147401637601,0.492487133203813,0.291947050035108,0.940358458829267,-0.314672610181278,0.181667505214634,0
"5",-0.225895584662605,-1.81433520537001,-0.485247159600956,-0.296255968905439,0.00157221919140517,-0.118262686832861,-0.358242808227448,0.443563539537505,1
"6",-0.194952651901927,1.16502945533366,-0.591593661332684,3.52550883942869,1.05387459221161,-1.21273708497646,0.683136650821294,-0.977007757783688,0
"7",0.0333747710536461,0.590430348561269,-0.0207274066408527,3.33917655128585,1.24107392613171,-1.66268090464273,0.924056307783186,-0.795276618704922,0
"8",-0.0884708420539571,0.020479945700664,1.225270524568,0.318328386748144,0.220975828298306,0.283988200139679,0.516046895593012,0.120147855314368,1
"9",-1.08576721005934,-2.06534538918229,0.588094061293627,0.323238878044909,0.242958285813174,1.23086711878721,-0.0894341001455839,-0.700937564252907,1
"10",0.173653312517498,-0.188973685140796,-0.734666974957863,0.0517562860513344,0.476316631597741,0.533805870248528,-0.489983547876374,0.934195514468418,0
"11",0.467768280396871,0.643181989591192,1.84737080226749,-0.130021753426951,0.513327511964939,0.299647952004515,0.54517861665007,0.153301723626395,0
"12",0.264369435234534,1.80325384664571,1.75704321092171,-0.76004186628033,-0.86357022342288,-1.4621470065993,0.379337017505118,1.05439352829041,0
"13",-0.0556140345118915,0.0509440028707485,0.400646067183574,0.236953569245658,0.221847361513768,0.426764895499248,0.234829664428814,0.281844674961716,1
"14",-1.66812331208546,-0.169472237694463,0.63985665263269,0.605420593541531,-1.0097194150744,0.316978151522722,-0.539054217351203,0.122249575841967,0
"15",0.0128310597671174,0.153541772205324,0.123125042648768,-0.00701632436125953,-0.0130770605389482,0.0304873571974323,-0.0170196848973793,0.0204865621480475,1
"16",-0.0103882549308554,0.660377237945306,0.385906252786569,0.583182952206738,0.248319097770472,0.297765826201944,0.456770925268935,0.20210480615993,1
"17",0.89689428478815,3.11422571456413,0.0439843512437011,-0.436538322063347,-0.245623533550259,-2.23039600643345,0.231432402632459,1.0935191145827,0
"18",0.121460099034503,-0.385733121577968,-0.134594411522216,-0.182645614022419,0.188518886492364,-0.272496515747834,-0.768609528152715,0.17623708756237,0
"19",-0.248364189398203,-0.412309685107474,1.20237005298518,0.294492234970085,0.172198805861655,0.22067708170199,0.548240085991452,0.397007958763332,1
"20",-0.281275534974808,-0.133160272559688,0.883697424532955,-0.299120928771567,-0.478924078996142,-0.134064592346961,0.35341807753048,-0.265345402715455,1
"21",10.8104192401591,-0.478079765946206,0.35591896828914,-7.14735885918502,10.7452954234862,-2.52335319742118,2.31783358991561,-0.746551522339214,0
"22",-1.03764390472153,1.8205575634156,1.49693977713393,-0.0610899136282937,-2.37936961238203,-0.90706143670051,0.226798722981014,1.23540212405519,1
"23",0.384971604140505,0.134575974716069,-0.818711612453081,-0.226302019448596,0.286752531599146,0.018165735941066,-0.263111469803668,-0.0660505902426006,1
"24",2.03514890307003,4.23911218758201,0.20992058793341,0.551995225638356,2.41763777277598,1.45883493918564,-0.531882040258083,0.854341003344332,0
"25",0.0908290147807947,-0.166056422305159,-1.73146565285173,0.307380191593215,0.376019928175324,1.20703990196455,0.485839532546121,-0.622443237317411,0
"26",0.382245145733504,-0.0575732054592369,1.63036979005563,-0.307406290425149,0.414758422405229,0.304308662505007,0.694727219088018,-0.00758666708077686,0
"27",-0.741608555133999,1.71974965286697,1.77823554328539,-0.180606633824146,-1.54345890464125,-1.32350625283294,0.28491528279399,1.09974829618383,0
"28",-0.282726286769573,-0.452906825482011,1.5176391668823,-0.564868860271855,-0.807687079518555,-1.80545253071925,-0.545262883885586,0.224971384139982,1
"29",0.021230907225571,-0.71832447196277,-0.254006167297398,-1.64780017913785,-0.396474701365795,0.732193261789461,-1.29480189681345,0.516181593980413,1
"30",-0.00643193521972082,0.145834342011014,1.57010551141925,0.250991956681499,0.164998106856683,-0.163055132579788,0.497070783779436,0.213798968726539,0
"31",0.340053705915829,-1.48005770025285,-0.626327928505352,-0.448885765733962,0.735557710373438,-0.0272869033269677,-0.469970090999937,0.552769092542461,0
"32",-0.338120784662265,-0.45129210126566,0.0737839317351784,-0.417175327974317,-0.499008449988272,0.179446914175759,-0.129320995486456,0.0911628933856972,1
"33",0.146637339436484,1.27829581298819,1.18648100138362,0.40520005301089,0.28077152560825,0.222706932881363,0.246316346406975,0.0383243794629159,0
"34",-0.375290256934638,-0.204560091397245,3.45640716451826,0.926117315279513,0.23599186376554,0.533071396200544,3.20518798395848,0.945976283881411,1
"35",-0.11537012302113,-0.0986337036572693,2.5169914213145,0.217661491789915,0.300477177145337,-0.158056451379586,-0.0946378526599768,0.241213966825193,0
"36",0.369575332359372,-0.00483072028073371,-0.0736384200043551,-0.221160545342652,0.404415620227427,-0.0917341021915541,0.115134220702262,-0.0375594512626705,0
"37",0.0574401106232874,-0.498013511514059,-1.45339995082231,-0.439173718703182,-0.238994621808588,-0.262486413853575,-0.709489074979502,-0.40473274675204,0
"38",-0.562963072407156,-1.16565579352217,-0.193618819880005,0.149423979146689,0.199554199783078,0.941347867860029,0.0893138457598403,0.302255319304262,1
"39",0.595546165796078,0.562184440657115,0.175895094829568,-0.168500355153134,0.292466493043029,-0.0842244753253525,-0.0236355388337693,0.3241516744656,0
