"","data.Choice","log.1...data.A_follower_count....log.1...data.B_follower_count.","log.1...data.A_following_count....log.1...data.B_following_count.","log.1...data.A_listed_count....log.1...data.B_listed_count.","log.1...data.A_mentions_received....log.1...data.B_mentions_received.","log.1...data.A_retweets_received....log.1...data.B_retweets_received.","log.1...data.A_mentions_sent....log.1...data.B_mentions_sent.","log.1...data.A_retweets_sent....log.1...data.B_retweets_sent.","log.1...data.A_posts....log.1...data.B_posts.","log.1...data.A_network_feature_1....log.1...data.B_network_feature_1.","log.1...data.A_network_feature_2....log.1...data.B_network_feature_2.","log.1...data.A_network_feature_3....log.1...data.B_network_feature_3."
"1",0,-5.01394857640188,-4.58883283481007,-6.04618944679723,-2.33919893826984,-1.5104708871346,-2.12390648190576,-0.191231448277344,-1.76897804909039,-3.10608033072286,0.783296570823533,1.77851856118105
"2",0,-0.597959723865809,0.329210531148362,-1.95088837962273,0.790290076389959,0.991408321316938,0.461846247506332,0.299771247311302,1.09306767326471,0.813636577814071,-1.92309413214262,-0.789655012988447
"3",0,0.702077651398239,0.92330540887354,-0.707745979981098,2.72645031079069,2.05338435999078,1.37826415288608,0.3687242984676,1.05181559889442,3.17805383034795,1.81971554649692,3.07084478539361
"4",0,-6.83687286833789,-7.69836940276829,-4.53259949315326,-4.19014362524894,-5.72470548880982,-2.50521314177208,-2.00440213839343,-2.15656242326118,-5.52886203334256,-2.09880680923871,-2.66554413767517
"5",1,1.79747879850065,-0.68500286561826,2.67528479800548,1.89163088229492,2.11549516314958,1.3136282400514,0.715086473717745,1.49712983292423,1.85920075002359,0.953211158668922,0.35153077987281
"6",0,3.24380819797921,5.21518193997343,1.9734960596409,-0.715941502113878,0.18044259978005,-2.93185391020543,-0.955670965929947,-2.48906192585799,-0.748938540188361,-0.861696625489432,0.512845419577404
"7",0,0.431382896613778,5.61931548996209,-1.48683050217658,-2.57532196042064,-1.89829741068149,-2.5512510049489,-0.192988072152627,-2.58970779578893,-2.72323487464053,-1.3345512052252,-0.250005537273577
"8",1,0.158205984924045,-4.0017230723417,-1.50095726944003,1.84894745762623,2.05797548517687,-0.645984592651914,-0.371615031591699,1.20780800893794,1.87691727756836,-2.79054854057052,-2.03027820860302
"9",1,2.02990344747147,2.10382480985693,0.6543193048897,2.61918014797661,2.65213730626865,1.00367079543672,0.715220718740871,2.80278131555658,2.3722569294481,-2.28171128243074,-1.24419741830417
"10",0,0.437336946501985,0.0762485366528329,-0.954286188524412,-0.261614093060937,0.0934681140090037,0.691499925832292,-1.17603269017776,0.351087246987554,-0.332439973093274,0.397151787316156,0.372870971627425
"11",0,-4.61320715617431,-2.4462507141765,-5.01890036384073,-4.92436943472687,-3.67308267109023,-1.75135070085155,-0.756549027431673,-1.36987448794287,-5.85363823020058,-5.46102306837627,-6.39267959323955
"12",0,-3.07946988552768,-3.84076566720869,-3.42579203666808,-3.79451842690663,-3.46479725680306,-1.773006689128,0,-4.19303661414254,-4.04129534113228,-2.34759577363594,-2.36518376199908
"13",1,3.43183722085683,-0.699177349586536,3.31660731336154,3.58792762363218,3.78287589352419,0.183784125848172,-0.499217094937812,0.691365575257538,3.6614226078809,-0.599148266315266,-0.0716655792117749
"14",0,2.95905182274851,-0.0487901641694322,1.66556203289506,4.80786313383556,5.68229715321533,1.03627746400564,0.196545265036243,0.502972382537304,4.78252660668038,-1.51414974180819,-1.63566197598385
"15",1,-0.77005503162133,-2.46951096431003,-0.0959201218787396,-0.0885804010370494,-0.706654980891665,-0.78555958616697,-0.215235068792214,-1.14436013037645,0.0540672212702757,-0.762880518572548,-1.30007267086409
"16",1,4.17227503352427,3.13077804998243,3.43720781918519,2.95030405365959,2.70262090325486,-1.71830073370686,-1.01360608184006,-1.59491022194547,2.9531726591352,-0.865893486642963,0.139185942448412
"17",0,-6.49989726605111,0.430421840082032,-1.82886321943143,-5.34061794992367,-6.00994242597278,-2.54067375378314,-1.12211338408274,-4.52466343625567,-5.34129356085205,-0.800450365283701,-1.80610578914572
"18",0,-2.67884408158043,0.903758315727347,-2.11344892554475,-0.0127571778218885,0.595735276095127,1.97693033816672,0.198346025094506,0.101016860599239,-0.0433802956302252,1.00965294672486,-0.785675124639585
"19",1,7.09483443980273,0.343161224772009,4.11632346894087,5.88598600191272,6.03251655636101,1.77001418463362,0,2.04407805342405,6.47850964220857,-3.75379317514734,-2.04490663802609
"20",1,1.97782746076845,-4.55799573712402,0.438806198861323,1.77352327428691,2.10508906491413,-0.514554104395339,0.954433573403915,-0.23473807810306,1.92652527751358,-2.11648335947295,-1.17578402474581
"21",0,-4.61104344973099,-5.6090394673125,-4.0051920987896,-4.23997154245054,-3.48992904128943,1.94678693380624,0,2.09862495308885,-3.37172004971145,1.08371155526064,0.911225997004384
"22",1,4.0623344734612,-6.3857762410664,1.64030456041463,2.46214424183888,2.48790559806838,-1.773006689128,0,-4.19303661414254,2.55475835955385,-2.01636299051679,-1.13846415995488
"23",1,-0.893459872038935,2.68702697101742,-1.59608715426913,-1.64812983923872,-2.34460197635306,-0.141553163302857,-0.278361866852031,-0.321320956794663,-1.80068013498643,0.643994078085053,0.449608169421838
"24",0,-10.4656483135642,-3.01844534079322,-9.20623194393164,-8.31628636660262,-7.60388082784485,-3.23525487896465,-2.51637957149207,-3.10759271352852,-9.71998529899401,-3.16748679230211,-7.6995800240282
"25",0,-1.28065211330462,5.64077812960379,-0.920420125216166,-2.19993234769052,-1.62728720275183,-1.30464694483043,-0.483494323837736,1.20028901282803,-3.12878278134116,2.48603092332423,2.00966209103006
"26",0,-2.05416278206812,-6.25814640043667,-3.43286338157124,-1.66613402690221,-0.905059536303463,-0.339305133074084,0.0983233531518051,0.791900589910876,-1.73460105538811,-2.68894260535958,-1.2539880075837
"27",0,3.48404549305843,-1.19267190842679,1.1323244284671,3.51541805915822,-2.26407765762679,-1.27519307059658,0.196545265036243,-3.55559189196638,3.48434463390925,-3.57751941779258,-3.04515612487758
"28",1,1.30376381623437,-2.35381893763148,3.6557504933304,3.74428179569866,2.99016942901838,1.51434722791854,1.08479244392137,-1.30592638991528,4.62873646093358,-0.671876739895668,-2.02479705269524
"29",1,-1.00785481341541,-1.7370430907642,1.19310313208903,-0.0972149125033779,-0.787072897764147,2.54894419430934,0,2.51745019132417,0.117783035656383,0.873316393589381,-0.276385765354428
"30",0,-4.7887600951711,-0.00918842605440595,-4.84689012287524,-3.93203219551238,-3.10070464157546,-0.420960704087691,0,-1.13532375757876,-5.48063892334199,-5.38560301147986,-8.7745809912339
