Id,Choice
1,0.218157366
2,0.533223331
3,0.218157366
4,0.218157366
5,0.533223331
6,0.218157366
7,0.823844671
8,0.799953103
9,0.218157366
10,0.823844671
11,0.218157366
12,0.799953103
13,0.494118989
14,0.19262366
15,0.799953103
16,0.799953103
17,0.799953103
18,0.218157366
19,0.799953103
20,0.218157366
21,0.823844671
22,0.218157366
23,0.823844671
24,0.799953103
25,0.218157366
26,0.218157366
27,0.218157366
28,0.37910068
29,0.19262366
30,0.571923494
31,0.218157366
32,0.799953103
33,0.494118989
34,0.799953103
35,0.533223331
36,0.609763443
37,0.19262366
38,0.218157366
39,0.799953103
40,0.494118959
41,0.799953103
42,0.218157366
43,0.19262366
44,0.799953103
45,0.218157366
46,0.773711324
47,0.799953103
48,0.218157366
49,0.19262366
50,0.276236266
51,0.218157366
52,0.218157366
53,0.218157366
54,0.19262366
55,0.799953103
56,0.218157366
57,0.19262366
58,0.823844671
59,0.218157366
60,0.823844671
61,0.218157366
62,0.799953103
63,0.218157366
64,0.494118959
65,0.799953103
66,0.218157366
67,0.533223331
68,0.494118959
69,0.494118989
70,0.799953103
71,0.823844671
72,0.276236266
73,0.276236266
74,0.416598231
75,0.494118959
76,0.823844671
77,0.823844671
78,0.494118959
79,0.218157366
80,0.218157366
81,0.246044099
82,0.218157366
83,0.19262366
84,0.681255162
85,0.494118989
86,0.494118989
87,0.276236266
88,0.218157366
89,0.799953103
90,0.823844671
91,0.276236266
92,0.19262366
93,0.823844671
94,0.823844671
95,0.218157366
96,0.823844671
97,0.799953103
98,0.494118989
99,0.494118989
100,0.533223391
101,0.19262366
102,0.799953103
103,0.799953103
104,0.218157366
105,0.19262366
106,0.799953103
107,0.19262366
108,0.19262366
109,0.218157366
110,0.823844671
111,0.416598231
112,0.218157366
113,0.799953103
114,0.218157366
115,0.799953103
116,0.494118989
117,0.494118989
118,0.799953103
119,0.823844671
120,0.823844671
121,0.799953103
122,0.823844671
123,0.218157366
124,0.494118959
125,0.823844671
126,0.823844671
127,0.799953103
128,0.218157366
129,0.533223331
130,0.823844671
131,0.19262366
132,0.19262366
133,0.19262366
134,0.823844671
135,0.218157366
136,0.571923494
137,0.799953103
138,0.218157366
139,0.799953103
140,0.823844671
141,0.799953103
142,0.823844671
143,0.494118959
144,0.799953103
145,0.494118959
146,0.218157366
147,0.455086619
148,0.218157366
149,0.494118989
150,0.799953103
151,0.218157366
152,0.218157366
153,0.823844671
154,0.799953103
155,0.494118989
156,0.19262366
157,0.799953103
158,0.799953103
159,0.823844671
160,0.533223331
161,0.19262366
162,0.416598231
163,0.823844671
164,0.533223331
165,0.19262366
166,0.533223391
167,0.799953103
168,0.799953103
169,0.19262366
170,0.218157366
171,0.494118989
172,0.19262366
173,0.218157366
174,0.494118989
175,0.19262366
176,0.19262366
177,0.19262366
178,0.799953103
179,0.571923494
180,0.799953103
181,0.19262366
182,0.609763443
183,0.799953103
184,0.276236266
185,0.19262366
186,0.823844671
187,0.37910068
188,0.218157366
189,0.494118959
190,0.823844671
191,0.823844671
192,0.799953103
193,0.218157366
194,0.646326661
195,0.799953103
196,0.799953103
197,0.494118989
198,0.799953103
199,0.823844671
200,0.773711324
201,0.799953103
202,0.799953103
203,0.218157366
204,0.533223331
205,0.799953103
206,0.218157366
207,0.19262366
208,0.494118959
209,0.218157366
210,0.19262366
211,0.799953103
212,0.494118959
213,0.799953103
214,0.823844671
215,0.799953103
216,0.218157366
217,0.823844671
218,0.799953103
219,0.823844671
220,0.218157366
221,0.494118989
222,0.799953103
223,0.19262366
224,0.19262366
225,0.19262366
226,0.218157366
227,0.799953103
228,0.218157366
229,0.799953103
230,0.533223391
231,0.218157366
232,0.218157366
233,0.218157366
234,0.799953103
235,0.823844671
236,0.218157366
237,0.218157366
238,0.494118989
239,0.799953103
240,0.799953103
241,0.799953103
242,0.799953103
243,0.823844671
244,0.799953103
245,0.218157366
246,0.823844671
247,0.19262366
248,0.799953103
249,0.799953103
250,0.19262366
251,0.823844671
252,0.799953103
253,0.494118989
254,0.218157366
255,0.218157366
256,0.218157366
257,0.218157366
258,0.19262366
259,0.19262366
260,0.823844671
261,0.218157366
262,0.799953103
263,0.799953103
264,0.799953103
265,0.823844671
266,0.745123863
267,0.823844671
268,0.494118989
269,0.823844671
270,0.799953103
271,0.455086619
272,0.823844671
273,0.494118989
274,0.218157366
275,0.799953103
276,0.276236266
277,0.745123863
278,0.799953103
279,0.494118959
280,0.533223331
281,0.19262366
282,0.823844671
283,0.533223331
284,0.823844671
285,0.799953103
286,0.799953103
287,0.533223391
288,0.799953103
289,0.494118989
290,0.218157366
291,0.799953103
292,0.799953103
293,0.799953103
294,0.218157366
295,0.799953103
296,0.218157366
297,0.799953103
298,0.823844671
299,0.799953103
300,0.799953103
301,0.19262366
302,0.494118989
303,0.416598231
304,0.37910068
305,0.799953103
306,0.19262366
307,0.218157366
308,0.773711324
309,0.823844671
310,0.218157366
311,0.533223331
312,0.218157366
313,0.218157366
314,0.494118989
315,0.609763026
316,0.823844671
317,0.799953103
318,0.218157366
319,0.533223391
320,0.799953103
321,0.533223391
322,0.799953103
323,0.19262366
324,0.823844671
325,0.799953103
326,0.19262366
327,0.218157366
328,0.609763443
329,0.799953103
330,0.533223331
331,0.533223391
332,0.218157366
333,0.799953103
334,0.218157366
335,0.823844671
336,0.799953103
337,0.494118959
338,0.823844671
339,0.799953103
340,0.799953103
341,0.799953103
342,0.494118989
343,0.799953103
344,0.218157366
345,0.19262366
346,0.218157366
347,0.823844671
348,0.218157366
349,0.533223331
350,0.218157366
351,0.823844671
352,0.533223331
353,0.533223331
354,0.218157366
355,0.19262366
356,0.799953103
357,0.799953103
358,0.799953103
359,0.218157366
360,0.799953103
361,0.533223331
362,0.799953103
363,0.823844671
364,0.19262366
365,0.799953103
366,0.218157366
367,0.19262366
368,0.823844671
369,0.823844671
370,0.823844671
371,0.19262366
372,0.19262366
373,0.799953103
374,0.533223331
375,0.823844671
376,0.799953103
377,0.799953103
378,0.533223331
379,0.218157366
380,0.19262366
381,0.19262366
382,0.681254864
383,0.799953103
384,0.494118989
385,0.19262366
386,0.823844671
387,0.533223331
388,0.218157366
389,0.494118959
390,0.799953103
391,0.799953103
392,0.218157366
393,0.218157366
394,0.218157366
395,0.533223331
396,0.218157366
397,0.533223391
398,0.823844671
399,0.494118989
400,0.218157366
401,0.823844671
402,0.571923494
403,0.19262366
404,0.218157366
405,0.823844671
406,0.799953103
407,0.494118959
408,0.799953103
409,0.799953103
410,0.218157366
411,0.19262366
412,0.494118989
413,0.19262366
414,0.799953103
415,0.823844671
416,0.19262366
417,0.533223331
418,0.218157366
419,0.799953103
420,0.823844671
421,0.218157366
422,0.494118989
423,0.823844671
424,0.218157366
425,0.218157366
426,0.533223391
427,0.745123863
428,0.246044099
429,0.799953103
430,0.799953103
431,0.218157366
432,0.218157366
433,0.799953103
434,0.218157366
435,0.494118989
436,0.823844671
437,0.609763443
438,0.533223331
439,0.19262366
440,0.799953103
441,0.823844671
442,0.799953103
443,0.218157366
444,0.342993975
445,0.823844671
446,0.799953103
447,0.218157366
448,0.823844671
449,0.308616459
450,0.494118989
451,0.19262366
452,0.823844671
453,0.745123863
454,0.494118959
455,0.799953103
456,0.19262366
457,0.218157366
458,0.218157366
459,0.218157366
460,0.19262366
461,0.745124161
462,0.823844671
463,0.823844671
464,0.218157366
465,0.218157366
466,0.19262366
467,0.218157366
468,0.799953103
469,0.799953103
470,0.799953103
471,0.494118959
472,0.823844671
473,0.823844671
474,0.218157366
475,0.19262366
476,0.218157366
477,0.745123863
478,0.823844671
479,0.714258969
480,0.799953103
481,0.823844671
482,0.799953103
483,0.218157366
484,0.823844671
485,0.823844671
486,0.218157366
487,0.218157366
488,0.218157366
489,0.823844671
490,0.494118989
491,0.218157366
492,0.218157366
493,0.799953103
494,0.19262366
495,0.823844671
496,0.799953103
497,0.823844671
498,0.533223391
499,0.494118989
500,0.799953103
501,0.218157366
502,0.218157366
503,0.246044099
504,0.823844671
505,0.799953103
506,0.494118989
507,0.218157366
508,0.823844671
509,0.19262366
510,0.218157366
511,0.19262366
512,0.218157366
513,0.218157366
514,0.218157366
515,0.19262366
516,0.19262366
517,0.218157366
518,0.823844671
519,0.823844671
520,0.218157366
521,0.823844671
522,0.494118989
523,0.799953103
524,0.533223331
525,0.823844671
526,0.19262366
527,0.799953103
528,0.799953103
529,0.799953103
530,0.19262366
531,0.799953103
532,0.823844671
533,0.19262366
534,0.799953103
535,0.19262366
536,0.823844671
537,0.799953103
538,0.533223391
539,0.19262366
540,0.19262366
541,0.19262366
542,0.823844671
543,0.533223391
544,0.799953103
545,0.494118989
546,0.218157366
547,0.494118989
548,0.218157366
549,0.799953103
550,0.19262366
551,0.218157366
552,0.19262366
553,0.494118959
554,0.823844671
555,0.799953103
556,0.218157366
557,0.799953103
558,0.823844671
559,0.799953103
560,0.533223331
561,0.823844671
562,0.218157366
563,0.799953103
564,0.494118959
565,0.799953103
