Id,Choice
1,0.214272872
2,0.469729245
3,0.279705882
4,0.304045349
5,0.742097378
6,0.160731062
7,0.803818822
8,0.853681564
9,0.214272872
10,0.668953836
11,0.195105344
12,0.61487025
13,0.614870548
14,0.145466268
15,0.742096782
16,0.642365158
17,0.91315949
18,0.106781214
19,0.91315949
20,0.279705733
21,0.784573734
22,0.160731062
23,0.668953836
24,0.838344216
25,0.195105314
26,0.160731062
27,0.17726554
28,0.411720693
29,0.256596476
30,0.614870429
31,0.17726545
32,0.91315949
33,0.440521568
34,0.838344216
35,0.440521806
36,0.694506228
37,0.145466268
38,0.279705882
39,0.91315949
40,0.528567076
41,0.784573734
42,0.279705852
43,0.145466268
44,0.742096782
45,0.195105314
46,0.742096901
47,0.867793202
48,0.279705882
49,0.256596476
50,0.586622477
51,0.106781214
52,0.106781214
53,0.195105314
54,0.234774008
55,0.838344216
56,0.145466253
57,0.09605369
58,0.642365098
59,0.160731062
60,0.784573734
61,0.160731062
62,0.913159549
63,0.195105314
64,0.586622417
65,0.469728708
66,0.160731062
67,0.279705673
68,0.557792068
69,0.440521568
70,0.742096722
71,0.784573734
72,0.469729424
73,0.195105255
74,0.528567255
75,0.528567195
76,0.784573853
77,0.668953836
78,0.668954015
79,0.106781214
80,0.195105314
81,0.30404526
82,0.106781214
83,0.145466268
84,0.411720276
85,0.304044813
86,0.469728947
87,0.195105165
88,0.195105314
89,0.742096782
90,0.880734026
91,0.329533547
92,0.256596476
93,0.880733967
94,0.803818822
95,0.195105314
96,0.803818762
97,0.763995111
98,0.440521568
99,0.614870548
100,0.383511454
101,0.234774008
102,0.867793202
103,0.742096722
104,0.195105225
105,0.145466194
106,0.853681505
107,0.177265391
108,0.356065392
109,0.279705852
110,0.668953955
111,0.356065154
112,0.304045349
113,0.763994932
114,0.214272872
115,0.838344216
116,0.440521568
117,0.614870429
118,0.838344216
119,0.784573734
120,0.668953955
121,0.838344216
122,0.821735144
123,0.195105314
124,0.803818822
125,0.668953955
126,0.763994992
127,0.742096722
128,0.279705852
129,0.469729245
130,0.853681564
131,0.131424144
132,0.383511543
133,0.279705763
134,0.784573734
135,0.195105314
136,0.356065154
137,0.91315949
138,0.195105314
139,0.742096782
140,0.803818762
141,0.91315949
142,0.922058523
143,0.383511245
144,0.763995111
145,0.557792127
146,0.195105314
147,0.279705763
148,0.106781214
149,0.304044813
150,0.61487025
151,0.195105314
152,0.106781214
153,0.642365098
154,0.763995111
155,0.304044813
156,0.383511543
157,0.742096722
158,0.838344216
159,0.880733967
160,0.586622536
161,0.145466194
162,0.256596237
163,0.867793262
164,0.694506109
165,0.383511543
166,0.642365336
167,0.742096782
168,0.867793202
169,0.383511662
170,0.304045469
171,0.440521568
172,0.411720693
173,0.106781214
174,0.614870548
175,0.145466194
176,0.145466268
177,0.234774053
178,0.742096782
179,0.469728678
180,0.853681564
181,0.145466268
182,0.694506168
183,0.922058523
184,0.30404532
185,0.145466194
186,0.880734026
187,0.256596476
188,0.304045349
189,0.803818822
190,0.668953836
191,0.853681564
192,0.838344216
193,0.195105314
194,0.668953836
195,0.838344216
196,0.867793202
197,0.411720157
198,0.838344216
199,0.784573853
200,0.642365277
201,0.91315949
202,0.838344216
203,0.09605369
204,0.440521806
205,0.763995111
206,0.106781162
207,0.234774083
208,0.557792127
209,0.195105314
210,0.256596476
211,0.742096722
212,0.586622417
213,0.838344216
214,0.880733967
215,0.838344216
216,0.106781214
217,0.867793262
218,0.742096782
219,0.803818822
220,0.195105314
221,0.329533309
222,0.838344216
223,0.145466194
224,0.234774083
225,0.131424144
226,0.17726554
227,0.91315949
228,0.195105314
229,0.838344216
230,0.469728976
231,0.195105314
232,0.195105314
233,0.304045469
234,0.742096722
235,0.642365098
236,0.30404529
237,0.279705882
238,0.742097139
239,0.91315949
240,0.742096722
241,0.763995111
242,0.642365158
243,0.69450599
244,0.853681564
245,0.195105314
246,0.784573734
247,0.256596476
248,0.838344216
249,0.91315949
250,0.214272663
251,0.642365098
252,0.838344216
253,0.329533309
254,0.106781214
255,0.160731062
256,0.106781214
257,0.195105314
258,0.256596506
259,0.356065422
260,0.784573734
261,0.304045469
262,0.838344216
263,0.838344216
264,0.838344216
265,0.784573734
266,0.742096841
267,0.668953836
268,0.356065243
269,0.880734026
270,0.838344336
271,0.557792246
272,0.784573734
273,0.356065243
274,0.279705733
275,0.91315949
276,0.469729424
277,0.71891433
278,0.838344216
279,0.528567195
280,0.718914568
281,0.145466268
282,0.803818762
283,0.742097259
284,0.803818822
285,0.853681564
286,0.838344216
287,0.356065303
288,0.853681564
289,0.440521568
290,0.106781214
291,0.838344216
292,0.91315949
293,0.742096722
294,0.195105314
295,0.763995111
296,0.195105314
297,0.838344216
298,0.892564893
299,0.838344216
300,0.867793202
301,0.256596476
302,0.304044813
303,0.383511215
304,0.557792425
305,0.838344216
306,0.145466194
307,0.195105314
308,0.668954015
309,0.867793202
310,0.195105314
311,0.469729245
312,0.106781214
313,0.106781214
314,0.614870489
315,0.411720335
316,0.880733967
317,0.91315949
318,0.195105225
319,0.356065303
320,0.742096782
321,0.356065303
322,0.838344216
323,0.256596476
324,0.880734026
325,0.742096722
326,0.256596476
327,0.195105314
328,0.784573853
329,0.91315949
330,0.279705673
331,0.356065303
332,0.195105314
333,0.742096722
334,0.195105314
335,0.880733967
336,0.742096782
337,0.694506049
338,0.668953836
339,0.838344216
340,0.853681564
341,0.838344216
342,0.440521568
343,0.642365158
344,0.304045349
345,0.145466194
346,0.304045469
347,0.784573853
348,0.279705971
349,0.718914568
350,0.106781214
351,0.668953836
352,0.614870906
353,0.440521836
354,0.106781214
355,0.234774113
356,0.742096722
357,0.91315949
358,0.853681564
359,0.195105314
360,0.838344216
361,0.614870727
362,0.867793262
363,0.784573734
364,0.145466268
365,0.642365038
366,0.195105314
367,0.383511543
368,0.803818703
369,0.784573734
370,0.803818703
371,0.256596506
372,0.145466268
373,0.763995111
374,0.614870727
375,0.642365098
376,0.821735024
377,0.838344216
378,0.614870727
379,0.106781214
380,0.145466268
381,0.256596476
382,0.69450599
383,0.838344216
384,0.304044813
385,0.256596476
386,0.867793262
387,0.304045111
388,0.09605369
389,0.528567076
390,0.838344216
391,0.763995111
392,0.195105314
393,0.304045349
394,0.279706031
395,0.614870727
396,0.195105314
397,0.528567433
398,0.784573734
399,0.440521449
400,0.106781214
401,0.784573734
402,0.61487025
403,0.383511543
404,0.195105314
405,0.880733967
406,0.91315949
407,0.279705584
408,0.742096782
409,0.838344216
410,0.106781214
411,0.256596476
412,0.499145299
413,0.234774172
414,0.91315949
415,0.528567076
416,0.160731182
417,0.440521806
418,0.256596476
419,0.838344216
420,0.880733967
421,0.304045349
422,0.469729215
423,0.880734026
424,0.195105314
425,0.195105314
426,0.383511454
427,0.586621821
428,0.411720425
429,0.838344216
430,0.838344216
431,0.195105314
432,0.195105314
433,0.853681564
434,0.256596595
435,0.304044813
436,0.668953955
437,0.49914518
438,0.614870727
439,0.177265465
440,0.867793202
441,0.668953836
442,0.742096722
443,0.195105314
444,0.499145776
445,0.880733967
446,0.742096722
447,0.177265361
448,0.642365098
449,0.383511633
450,0.329533368
451,0.145466268
452,0.784573734
453,0.586622
454,0.528567255
455,0.742096782
456,0.234774083
457,0.195105314
458,0.160731062
459,0.279705852
460,0.256596506
461,0.742097139
462,0.880734026
463,0.784573734
464,0.304045409
465,0.160731062
466,0.145466268
467,0.195105314
468,0.838344216
469,0.742096722
470,0.867793202
471,0.69450593
472,0.668953955
473,0.803818822
474,0.17726545
475,0.145466194
476,0.195105314
477,0.586622
478,0.803818822
479,0.718914568
480,0.838344216
481,0.803818703
482,0.838344216
483,0.106781214
484,0.668953955
485,0.880733967
486,0.17726545
487,0.195105225
488,0.279705733
489,0.880733967
490,0.614870489
491,0.279705852
492,0.160731062
493,0.742096722
494,0.160731003
495,0.784573734
496,0.91315949
497,0.880734026
498,0.329533339
499,0.440521568
500,0.867793262
501,0.195105314
502,0.304045469
503,0.30404526
504,0.642365098
505,0.91315949
506,0.440521568
507,0.106781214
508,0.853681564
509,0.411720693
510,0.195105314
511,0.256596476
512,0.195105314
513,0.195105314
514,0.256596476
515,0.256596476
516,0.256596476
517,0.195105314
518,0.892564893
519,0.853681564
520,0.195105314
521,0.668953836
522,0.614870548
523,0.913159549
524,0.614870667
525,0.880734026
526,0.234774008
527,0.853681564
528,0.853681564
529,0.838344216
530,0.256596476
531,0.91315949
532,0.803818703
533,0.145466268
534,0.742096722
535,0.145466268
536,0.784573734
537,0.838344216
538,0.356065303
539,0.234774083
540,0.145466268
541,0.383511543
542,0.784573734
543,0.234773919
544,0.763994932
545,0.614870548
546,0.279705733
547,0.440521568
548,0.195105314
549,0.91315949
550,0.256596476
551,0.195105314
552,0.09605369
553,0.528567195
554,0.69450599
555,0.91315949
556,0.195105314
557,0.838344216
558,0.880733967
559,0.763995111
560,0.614870727
561,0.922058523
562,0.17726548
563,0.784573734
564,0.586622179
565,0.742096722
566,0.195105314
567,0.853681684
568,0.214272574
569,0.195105314
570,0.853681564
571,0.838344216
572,0.195105121
573,0.742096722
574,0.304045469
575,0.853681564
576,0.279705852
577,0.256596476
578,0.742096722
579,0.195105314
580,0.880733967
581,0.91315949
582,0.763995111
583,0.668954015
584,0.195105314
585,0.09605369
586,0.880734026
587,0.71891433
588,0.106781214
589,0.17726548
590,0.160731062
591,0.49914515
592,0.440521568
593,0.256596357
594,0.694506168
595,0.742096722
596,0.668953836
597,0.838344216
598,0.668953955
599,0.195105314
600,0.694506228
601,0.234774083
602,0.867793262
603,0.528567612
604,0.91315949
605,0.106781214
606,0.131424144
607,0.742096722
608,0.177265465
609,0.195105314
610,0.742096722
611,0.642365098
612,0.234774172
613,0.784573674
614,0.440521717
615,0.803818822
616,0.440521568
617,0.279705852
618,0.279705852
619,0.742097259
620,0.867793143
621,0.557792127
622,0.145466194
623,0.91315949
624,0.763995051
625,0.279705852
626,0.718914151
627,0.763995111
628,0.195105314
629,0.160731003
630,0.763994992
631,0.528566957
632,0.853681564
633,0.195105314
634,0.106781214
635,0.803818703
636,0.838344216
637,0.234774053
638,0.614870489
639,0.838344216
640,0.279705882
641,0.784573734
642,0.557792187
643,0.304045349
644,0.838344216
645,0.867793202
646,0.742096841
647,0.614870727
648,0.106781214
649,0.642365158
650,0.784573734
651,0.91315949
652,0.718914568
653,0.853681564
654,0.195105314
655,0.106781214
656,0.838344216
657,0.234774083
